DadoBranco|DadoVerde|DadoAzul|DadoVermelho|Possivel|Nomenclatura
10|en e fechada |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 2-terc-butilciclodec-2-en-1-óico / Ácido 4-terc-butilciclodec-3-en-1-óico / Ácido 3-terc-butilciclodec4-en-1-óico
10|en e fechada |N (Amina/Amida)|Terc-butil|Sim |3-terc-butilciclodec-1-en-1-amida / 4-terc-butilciclodec-1-en-1-amida / 4-terc-butilciclodec-1-en-1-amina / 5-terc-butilciclodec-1-en-1-amina / 3-terc-butilciclodec-1-en-1-amina
10|in e aberta |CxHy (Hidrocarboneto)|Terc-butil|Sim |3-terc-butildec-1-ino / 5-terc-butildec-1-ino / 7-terc-butildec-1-ino
10|in e aberta |C=O (Aldeído/Cetona)|Terc-butil|Sim |3-terc-butildec-1-in-5-ona / 5-terc-butildec-1-in-5-ona / 2-terc-butildec-1-inal / 4-terc-butildec-1-inal
10|in e aberta |-OH (Álcool/Enol/Fenol)|Terc-butil|Não |Não definido
10|in e aberta |-O- (Éter)|Terc-butil|Sim |2-terc-butildec-1-inol / 4-terc-butildec-1-inol / 6-terc-butildec-1-inol / 8-terc-butildec-1-inol
10|in e aberta |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 3-terc-butildec-1-inoico / Ácido 5-terc-butildec-1-inoico / Ácido 7-terc-butildec-1-inoico / Ácido 9-terc-butildec-1-inoico
10|in e aberta |N (Amina/Amida)|Terc-butil|Sim |7-terc-butildec-1-inoamida / 5-terc-butildec-1-inoamida / 9-terc-butildec-1-ino-3-amina / 7-terc-butildec-1-ino-4-amina
10|in e fechada |CxHy (Hidrocarboneto)|Terc-butil|Sim |3-terc-butilciclo-deca-1-ino
10|in e fechada |C=O (Aldeído/Cetona)|Terc-butil|Sim |6-terc-butilciclo-deca-1-inona
10|in e fechada |-OH (Álcool/Enol/Fenol)|Terc-butil|Não |Não definido
10|in e fechada |-O- (Éter)|Terc-butil|Não |2-terc-butilciclo-deca-1-inol
10|in e fechada |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Não |Ácido 7-terc-butilciclo-deca-1-inoico
10|in e fechada |N (Amina/Amida)|Metil|Não |6-terc-butilciclo-deca-1-inoamina / 9-terc-butilciclo-deca-1-inoamida
11|an e aberta|CxHy (Hidrocarboneto)|Terc-butil|Sim |2-terc-butilundecano / 3-terc-butilundecano / 4-terc-butilundecano / 5-terc-butilundecano / 6-terc-butilundecano
11|an e aberta|C=O (Aldeído/Cetona)|Terc-butil|Sim |3-terc-butilundecanal / 5-terc-butilundecanal / 7-terc-butilundecanal / 2-terc-butilundecan-4-ona / 6-terc-butilundecan-3-ona / 8-terc-butilundecan-5-ona
11|an e aberta|-OH (Álcool/Enol/Fenol)|Terc-butil|Sim |Etoxi 2-terc-butilnonano / propoxi 3-terc-butiloctano / metoxi 4-terc-butildecano
11|an e aberta|-O- (Éter)|Terc-butil|Sim |2-terc-butilundecan-1-ol / 5-terc-butilundecan-2-ol / 7-terc-butilundecan-4-ol
11|an e aberta|-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 3-terc-butilundecanoico / Ácido 5-terc-butilundecanoico / Ácido 7-terc-butilundecanoico / 6-terc-butiloctanoato de propila / 4-terc-butiloctanoato de etila
11|an e aberta|N (Amina/Amida)|Terc-butil|Sim |3-terc-butilundecanamina / 5-terc-butilundecanamina / 7-terc-butilundecanamina / 2-terc-butilundecanamida / 4-terc-butilundecanamida / 6-terc-butilundecanamida
11|an e fechada |CxHy (Hidrocarboneto)|Terc-butil|Sim |3-terc-butilciclo-undecano / 5-terc-butilciclo-undecano / 7-terc-butilciclo-undecano
11|an e fechada |C=O (Aldeído/Cetona)|Terc-butil|Sim |2-terc-butilciclo-undecan-1-ona / 5-terc-butilciclo-undecan-2-ona / 8-terc-butilciclo-undecan-3-ona
11|an e fechada |-OH (Álcool/Enol/Fenol)|Terc-butil|Não |Não definido
11|an e fechada |-O- (Éter)|Terc-butil|Sim |3-terc-butilciclo-undecan-1-ol / 5-terc-butilciclo-undecan-1-ol / 2-terc-butilciclo-undecan-1-ol
11|an e fechada |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 7-terc-butilciclo-undecanoico / Ácido 5-terc-butilciclo-undecanoico / Ácido 3-terc-butilciclo-undecanoico
11|an e fechada |N (Amina/Amida)|Terc-butil|Sim |3-terc-butilciclo-undecanamida / 5-terc-butilciclo-undecanamida / 3-terc-butilciclo-undecanamina / 5-terc-butilciclo-undecanamina
11|en e aberta |CxHy (Hidrocarboneto)|Terc-butil|Sim |2-terc-butilundec-1-eno / 4-terc-butilundec-2-eno / 6-terc-butilundec-3-eno
11|en e aberta |C=O (Aldeído/Cetona)|Terc-butil|Sim |2-terc-butilundecanal / 4-terc-butilundecanal / 3-terc-butilundecan-2-ona / 5-terc-butilundecan-4-ona
11|en e aberta |-OH (Álcool/Enol/Fenol)|Terc-butil|Sim |Metoxi 3-terc-butildec-3-eno / etoxi 2-terc-butilhept-3-eno / propoxi 3-terc-butiloct-4-eno
11|en e aberta |-O- (Éter)|Terc-butil|Sim |6-terc-butilundec-3-en-1-ol / 4-terc-butilundec-2-en-1-ol / 2-terc-butilundec-1-en-1-ol
11|en e aberta |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 6-terc-butilundec-3-enoico / Ácido 2-terc-butilundec-1-enoico / Ácido 4-terc-butilundec-2-enoico
11|en e aberta |N (Amina/Amida)|Terc-butil|Sim |2-terc-butilundecan-1-amina / 4-terc-butilundecan-2-amina / 2-terc-butilundecanamida / 4-terc-butilundecanamida
11|en e fechada |CxHy (Hidrocarboneto)|Terc-butil|Sim |2-terc-butilciclo-undec-1-eno / 4-terc-butilciclo-undec-1-eno / 3-terc-butilciclo-undec-1-eno
11|en e fechada |C=O (Aldeído/Cetona)|Terc-butil|Sim |2-terc-butilciclo-undec-1-enona / 4-terc-butilciclo-undec-3-enona / 6-terc-butilciclo-undec-5-enona
11|en e fechada |-OH (Álcool/Enol/Fenol)|Terc-butil|Não |Não definido
11|en e fechada |-O- (Éter)|Terc-butil|Sim |2-terc-butilciclo-undec-1-en-1-ol / 4-terc-butilciclo-undec-3-en-1-ol / 6-terc-butilciclo-undec-5-en-1-ol
11|en e fechada |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 2-terc-butilciclo-undec-1-enoico / Ácido 4-terc-butilciclo-undec-3-enoico / Ácido 6-terc-butilciclo-undec-5-enoico
11|en e fechada |N (Amina/Amida)|Terc-butil|Sim |2-terc-butilciclo-undec-1-enamida / 4-terc-butilciclo-undec-3-enamida / 4-terc-butilciclo-undec-3-en-1-amina / 6-terc-butilciclo-undec-5-en-1-amina
11|in e aberta |CxHy (Hidrocarboneto)|Terc-butil|Sim |3-terc-butilundec-1-ino / 5-terc-butilundec-3-ino / 7-terc-butilundec-2-ino
11|in e aberta |C=O (Aldeído/Cetona)|Terc-butil|Sim |3-terc-butil-undec-3-in-1-al / 5-terc-butilundec-1-in-3-ona
11|in e aberta |-OH (Álcool/Enol/Fenol)|Terc-butil|Não |Não definido
11|in e aberta |-O- (Éter)|Terc-butil|Não |3-terc-butil-undec-1-in-3-ol / 5-terc-butil-undec-1-in-5-ol
11|in e aberta |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 7-terc-butil-5-undecinoico / Ácido 5-terc-butil-3-undecinoico / Ácido 3-terc-butil-1-undecinoico
11|in e aberta |N (Amina/Amida)|Terc-butil|Sim |3-terc-butil-undec-1-in-4-amina / 7-terc-butil-undec-2-in-5-amina
11|in e fechada |CxHy (Hidrocarboneto)|Terc-butil|Sim |3-terc-butilciclo-undecino / 4-terc-butilciclo-undecino / 6-terc-butilciclo-undecino / 5-terc-butilciclo-undecino
11|in e fechada |C=O (Aldeído/Cetona)|Terc-butil|Não |Não definido
11|in e fechada |-OH (Álcool/Enol/Fenol)|Terc-butil|Não |Não definido
11|in e fechada |-O- (Éter)|Terc-butil|Não |Não definido
11|in e fechada |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Não |Não definido
11|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
12|an e aberta|CxHy (Hidrocarboneto)|Terc-butil|Sim |3-terc-butildecano / 3-terc-butildecano / 4-terc-butildecano / 5-terc-butildecano / 6-terc-butildecano
12|an e aberta|C=O (Aldeído/Cetona)|Terc-butil|Sim |3-terc-butilundecan-2-ona / 5-terc-butildodecan-4-ona / 7-terc-butildodecan-2-ona / 3-terc-butilundecanal / 5-terc-butildodecanal
12|an e aberta|-OH (Álcool/Enol/Fenol)|Terc-butil|Sim |Etoxi 2-terc-butildecano / propoxi 3-terc-butilnonano / butoxi 3-terc-butiloctano
12|an e aberta|-O- (Éter)|Terc-butil|Sim |7-terc-butildodecan-1-ol / 5-terc-butildodecan-1-ol / 3-terc-butildodecan-1-ol
12|an e aberta|-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 3-terc-butildecanoico / Ácido 5-terc-butildecanoico / Ácido 7-terc-butildecanoico / 3-terc-butilundecanoato de metil / 3-terc-butilpentanoato de hexila
12|an e aberta|N (Amina/Amida)|Terc-butil|Sim |3-terc-butildodec-1-amina / 5-terc-butildodec-1-amina / 7-terc-butildodec-1-amina / 3-terc-butildodecanamida / 5-terc-butildodecanamida / 7-terc-butildodecanamida
12|an e fechada |CxHy (Hidrocarboneto)|Terc-butil|Sim |Terc-Butilciclododecano
12|an e fechada |C=O (Aldeído/Cetona)|Terc-butil|Sim |2-terc-butilciclododecan-1-ona / 4-terc-butilciclododecan-1-ona / 6-terc-butilciclododecan-1-ona
12|an e fechada |-OH (Álcool/Enol/Fenol)|Terc-butil|Sim |Não definido
12|an e fechada |-O- (Éter)|Terc-butil|Sim |2-terc-butilciclododecan-1-ol / 4-terc-butilciclododecan-1-ol / 6-terc-butilciclododecan-1-ol / 1-terc-butilciclododecan-1-ol / 3-terc-butilciclododecan-1-ol
12|an e fechada |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |2-terc-butilciclododecan-1-oico / 4-terc-butilciclododecan-1-oico / 6-terc-butilciclododecan-1-oico
12|an e fechada |N (Amina/Amida)|Terc-butil|Sim |2-terc-butilciclododecan-1-amina / 4-terc-butilciclododecan-1-amina / 6-terc-butilciclododecan-1-amina / 2-terc-butilciclododecan-1-amida / 4-terc-butilciclododecan-1-amida
12|en e aberta |CxHy (Hidrocarboneto)|Terc-butil|Sim |3-terc-butilundec-1-eno / 5-terc-butilundec-1-eno / 7-terc-butilundec-1-eno / 4-terc-butilundec-2-eno / 6-terc-butilundec-2-eno / 8-terc-butilundec-2-eno
12|en e aberta |C=O (Aldeído/Cetona)|Terc-butil|Sim |3-terc-butilundec-1-enal / 5-terc-butilundec-1-enal / 7-terc-butilundec-1-enal / 3-terc-butilundec-2-en-1-ona / 5-terc-butilundec-4-en-1-ona / 7-terc-butilundec-6-en-1-ona
12|en e aberta |-OH (Álcool/Enol/Fenol)|Terc-butil|Sim |Metoxi 3-terc-butilundec-2-eno / etoxi 4-terc-butildodec-3-eno / propoxi 4-terc-butilnon-3-eno / butoxi 6-terc-butiloct-2-eno
12|en e aberta |-O- (Éter)|Terc-butil|Sim |3-terc-butildodec-1-en-1-ol / 5-terc-butildodec-1-en-1-ol / 7-terc-butildodec-1-en-1-ol / 3-terc-butildodec-1-en-2-ol / 5-terc-butildodec-1-en-2-ol / 7-terc-butildodec-1-en-2-ol
12|en e aberta |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 3-terc-butildodec-1-en-1-óico / Ácido 5-terc-butilundec-1-en-1-óico / Ácido 7-terc-butilundec-1-en-1-óico / Ácido 3-terc-butilundec-1-en-2-óico
12|en e aberta |N (Amina/Amida)|Terc-butil|Sim |3-terc-butildodec-1-en-1-amina / 5-terc-butildodec-1-en-1-amina / 7-terc-butildodec-1-en-1-amina / 3-terc-butildodec-1-en-2-amida / 5-terc-butildodec-1-en-2-amida
12|en e fechada |CxHy (Hidrocarboneto)|Terc-butil|Sim |2-terc-butilciclododec-1-eno / 4-terc-butilciclododec-1-eno / 6-terc-butilciclododec-1-eno / 2-terc-butilciclododec-3-eno / 4-terc-butilciclododec-3-eno / 6-terc-butilciclododec-3-eno
12|en e fechada |C=O (Aldeído/Cetona)|Terc-butil|Sim |2-terc-butilciclododecan-3-en-1-ona / 4-terc-butilciclododecan-3-en-1-ona / 6-terc-butilciclododecan-3-en-1-ona
12|en e fechada |-OH (Álcool/Enol/Fenol)|Terc-butil|Não |Não definido
12|en e fechada |-O- (Éter)|Terc-butil|Sim |2-terc-butilciclododec-1-en-1-ol / 4-terc-butilciclododec-1-en-1-ol / 6-terc-butilciclododec-1-en-1-ol / 2-terc-butilciclododec-3-en-1-ol / 4-terc-butilciclododec-3-en-1-ol
12|en e fechada |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 2-terc-butilciclododec-1-en-1-oico / Ácido 4-terc-butilciclododec-1-en-1-oico / Ácido 6-terc-butilciclododec-1-en-1-oico / Ácido 2-terc-butilciclododec-3-en-1-oico
12|en e fechada |N (Amina/Amida)|Terc-butil|Sim |2-terc-butilciclododec-1-en-1-amina / 4-terc-butilciclododec-1-en-1-amina / 2-terc-butilciclododec-3-en-1-amina / 4-terc-butilciclododec-1-en-1-amida / 6-terc-butilciclododec-3-en-1-amida
12|in e aberta |CxHy (Hidrocarboneto)|Terc-butil|Sim |3-terc-butildodec-1-ino / 4-terc-butildodec-1-ino / 5-terc-butildodec-1-ino / 3-terc-butildodec-3-ino / 4-terc-butildodec-3-ino / 5-terc-butildodec-3-ino
12|in e aberta |C=O (Aldeído/Cetona)|Terc-butil|Sim |3-terc-butildodec-3-inal / 4-terc-butildodec-3-inal / 3-terc-butiludodec-3-in-1-ona / 4-terc-butiludodec-3-in-1-ona
12|in e aberta |-OH (Álcool/Enol/Fenol)|Terc-butil|Sim |Metoxi 3-terc-butildodec-1-ino / Etoxi 4-terc-butildodec-1-ino
12|in e aberta |-O- (Éter)|Terc-butil|Sim |3-terc-butildodec-1-in-4-ol / 4-terc-butildodec-1-in-5-ol / 5-terc-butildodec-1-in-6-ol / 3-terc-butildodec-3-in-4-ol / 4-terc-butildodec-3-in-5-ol / 5-terc-butildodec-3-in-6-ol
12|in e aberta |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Sim |Ácido 3-terc-butildodec-1-in-4-oico / Ácido 4-terc-butildodec-1-in-5-oico / Ácido 5-terc-butildodec-1-in-6-oico / Ácido 3-terc-butildodec-3-in-4-oico / Ácido 4-terc-butildodec-3-in-5-oico
12|in e aberta |N (Amina/Amida)|Terc-butil|Sim |-terc-butildodec-1-in-4-amina / 4-terc-butildodec-1-in-5-amina / 5-terc-butildodec-1-in-6-amina / 3-terc-butildodec-1-in-4-amida / 4-terc-butildodec-1-in-5-amida
12|in e fechada |CxHy (Hidrocarboneto)|Terc-butil|Sim |4-terc-butilciclododec-1-ino / 5-terc-butilciclododec-1-ino / 6-terc-butilciclododec-1-ino
12|in e fechada |C=O (Aldeído/Cetona)|Terc-butil|Sim |4-terc-butillcildodecin-6-ona
12|in e fechada |-OH (Álcool/Enol/Fenol)|Terc-butil|Não |Não definido
12|in e fechada |-O- (Éter)|Terc-butil|Sim |4-terc-butilciclododec-1-in-6-ol / 5-terc-butilciclododec-1-in-5-ol / 6-terc-butilciclododec-1-in-6-ol
12|in e fechada |-COO- (Ácido Carboxílico/Éster)|Terc-butil|Não |Não definido
12|in e fechada |N (Amina/Amida)|Metil|Não |Não definido
1|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Metano
1|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Metanal
1|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Metanol
1|an e aberta|-O- (Éter)|Sem ramificação|Não |Não definido
1|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido metanóico
1|an e aberta|N (Amina/Amida)|Sem ramificação|Não |Metanamina ou Metanamida
1|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
1|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|an e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
1|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
1|an e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
1|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
1|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|en e aberta|-O- (Éter)|Sem ramificação|Não |Não definido
1|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
1|en e aberta|N (Amina/Amida)|Sem ramificação|Não |Não definido
1|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
1|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|en e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
1|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
1|en e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
1|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
1|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|in e aberta|-O- (Éter)|Sem ramificação|Não |Não definido
1|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
1|in e aberta|N (Amina/Amida)|Sem ramificação|Não |Não definido
1|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
1|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
1|in e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
1|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
1|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
2|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Etano
2|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Etanal
2|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Etanol
2|an e aberta|-O- (Éter)|Sem ramificação|Não |Metoxi Metano
2|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido Etanóico
2|an e aberta|N (Amina/Amida)|Sem ramificação|Não |Etanamina ou Etanamida
2|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
2|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|an e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
2|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
2|an e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
2|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Eteno
2|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Etenol
2|en e aberta|-O- (Éter)|Sem ramificação|Não |Não definido
2|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
2|en e aberta|N (Amina/Amida)|Sem ramificação|Não |Não definido
2|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
2|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|en e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
2|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
2|en e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
2|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Etino
2|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|in e aberta|-O- (Éter)|Sem ramificação|Não |Não definido
2|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
2|in e aberta|N (Amina/Amida)|Sem ramificação|Não |Não definido
2|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
2|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
2|in e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
2|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
2|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
3|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Propano
3|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Propanona/Propanal
3|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Propan-1-ol/Propa-2-ol
3|an e aberta|-O- (Éter)|Sem ramificação|Não |Metoxi Etano
3|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido Propanoico/Metanoato de Etila/ Etanoato de Metila
3|an e aberta|N (Amina/Amida)|Sem ramificação|Não |Propanamina/Propan-2-amina/N-metil-etanamina/Propanamida/N-metil-etanamida/N-etil-metanamida/N,N-dimetilmetanamina
3|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Ciclopropano
3|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Ciclopropanona
3|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Ciclopropanol
3|an e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
3|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido ciclopropanoico
3|an e fechada |N (Amina/Amida)|Sem ramificação|Não |Ciclopropanamina
3|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Propeno
3|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Propenal
3|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Prop-1-en-1-ol/Prop-1-en-1-ol/Prop-2-en-1-ol/Prop-2-en-2-al
3|en e aberta|-O- (Éter)|Sem ramificação|Não |Metoxi eteno
3|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido prop-2-enoico
3|en e aberta|N (Amina/Amida)|Sem ramificação|Não |Prop-1-enamina/Prop-2-enamina/
3|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Ciclopropeno
3|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Ciclopropenona
3|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Cicloprop-2-en-1-ol/Cicloprop-1-en-1-ol
3|en e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
3|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido Ciclopropanocarboxílico
3|en e fechada |N (Amina/Amida)|Sem ramificação|Não |Ciclopropenamina/Ciclopropenamida
3|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Propino
3|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Propinal
3|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Ciclopropinol
3|in e aberta|-O- (Éter)|Sem ramificação|Não |Propargil metil éter
3|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
3|in e aberta|N (Amina/Amida)|Sem ramificação|Não |Prop-2-inamina
3|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
3|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
3|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
3|in e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
3|in e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
3|in e fechada |N (Amina/Amida)|Sem ramificação|Não |Não definido
4|an e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |Butano
4|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Butanal/Butanona
4|an e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Butan-1-ol/Butan-2-ol
4|an e aberta|-O- (Éter)|Sem ramificação|Não |Etoxi Etano/ Metoxi propano
4|an e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido Butanoico/ Etanoato de Etila/ Metanoato de Propila/ Propanoato de Metila...
4|an e aberta|N (Amina/Amida)|Sem ramificação|Não |Butanamida/ Butan-1-amina/Butan-2-amina
4|an e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Ciclobutano
4|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Ciclobutanona
4|an e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Ciclobutanol
4|an e fechada |-O- (Éter)|Sem ramificação|Não |Não definido
4|an e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
4|an e fechada |N (Amina/Amida)|Sem ramificação|Não |Ciclobutan-1-amina
4|en e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |But-1-eno/But-2-eno
4|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |But-1-enal/But-2-enal/ Butenona
4|en e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |But-1-en-1-ol/But-2-en-1-ol/But-2-en-2-ol/But-1-en-2-ol/But-3-en-1-ol
4|en e aberta|-O- (Éter)|Sem ramificação|Não |Metoxi Propeno
4|en e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido But-2-enoico/But-2-enoato de metil
4|en e aberta|N (Amina/Amida)|Sem ramificação|Não |But-2-en-1-amina/But-2-enamida/But-3-em-1-amina
4|en e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Ciclobuteno
4|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Ciclobut-2-enona
4|en e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Ciclobuten-1-ol/Ciclobuten-2-ol
4|en e fechada |-O- (Éter)|Sem ramificação|Não |Metoxi ciclopropeno
4|en e fechada |-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Ácido Ciclobut -1-enoico
4|en e fechada |N (Amina/Amida)|Sem ramificação|Não |Ciclobut-1-enamina/Ciclobut-2-enamina
4|in e aberta|CxHy (Hidrocarboneto)|Sem ramificação|Não |But-1-ino/But-2-ino
4|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
4|in e aberta|C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
4|in e aberta|-O- (Éter)|Sem ramificação|Não |Não definido
4|in e aberta|-COO- (Ácido Carboxílico/Éster)|Sem ramificação|Não |Não definido
4|in e aberta|N (Amina/Amida)|Sem ramificação|Não |Não definido
4|in e fechada |CxHy (Hidrocarboneto)|Sem ramificação|Não |Não definido
4|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
4|in e fechada |C=O (Aldeído/Cetona)|Sem ramificação|Não |Não definido
